姓名,屆數,捐贈者/支出對象,交易日期,收支科目,身份證/統一編,收入金額,地址,填答數,其他
丁守中,8,木村屋食品股份有限公司,100/11/17,營利事業捐贈收入,28228127,200000,台北市士林區,7,
丁守中,8,永苓電子股份有限公司,100/11/10,營利事業捐贈收入,39604252,150000,新北市汐止區,5,
丁守中,8,慧綺股份有限公司,100/11/12,營利事業捐贈收入,31080915,100000,台北市士林區,5,身份證/統一編：31080915=5 =2;收支科目：營利事業捐贈收入=4 =1
丁守中,8,精成科技股份有限公司,100/10/04,營利事業捐贈收入,81069921,100000,新北市新店區,4,
丁守中,8,豊納實業股份有限公司,100/10/28,營利事業捐贈收入,89938796,100000,台北市南京東,5,捐贈者/支出對象：豊納實業股份有限公司=4 豐納實業股份有限公司=1
丁守中,8,新聯智廣告股份有限公司,100/11/23,營利事業捐贈收入,12976552,100000,台北市大安區,5,地址：臺北市大安區=5 臺北縣大安區=1
丁守中,8,新聯信廣告股份有限公司,100/11/23,營利事業捐贈收入,80306566,100000,台北市大安區,5,
丁守中,8,雅毅化工原料有限公司,100/11/12,營利事業捐贈收入,33743340,100000,台北市士林區,5,
丁守中,8,華億投資股份有限公司,100/12/27,營利事業捐贈收入,80654213,100000,台北市敦化南,5,
丁守中,8,華東科技股份有限公司,100/10/04,營利事業捐贈收入,22101116,100000,高雄市前鎮區,7,
丁守中,8,星誠有限公司,101/01/13,營利事業捐贈收入,23286267,100000,新北市泰山區,5,
丁守中,8,信昌電子陶瓷股份有限公司,100/10/04,營利事業捐贈收入,23641338,100000,桃園縣蘆竹鄉,5,地址：桃園縣蘆竹鄉=3 人事費用支出=1;交易日期：100/10/04=4 =1
丁守中,8,保泰實業股份有限公司,100/11/29,營利事業捐贈收入,03315911,100000,台北市松江路,5,地址：臺北市松江路=4 臺北市松江街=1
丁守中,8,金滿圓公寓大廈管理委員會,101/01/02,營利事業捐贈收入,48807118,100000,台北市北投區,4,
丁守中,8,東南遊覽汽車股份有限公司,100/11/15,營利事業捐贈收入,03245802,100000,台北市中山北,5,收支科目：營利事業捐贈收入=4 =1
丁守中,8,良翌股份有限公司,100/11/01,營利事業捐贈收入,35052427,100000,台北市南京東,5,
丁守中,8,宇貹農產產銷股份有份公司,100/11/12,營利事業捐贈收入,80684650,100000,台北市北投區,5,
丁守中,8,上能企業有限公司,100/12/09,營利事業捐贈收入,22361153,100000,新北市三重區,5,
丁守中,8,力泰建設企業股份有限公司,100/11/17,營利事業捐贈收入,66410981,100000,台北市延平北,4,
丁守中,8,誠宇管理顧問股份有限公司,100/11/23,營利事業捐贈收入,12684366,50000,台北市敦化南,5,
丁守中,8,強固保全股份有限公司,101/01/03,營利事業捐增收入,12348012,50000,台北市延平北,5,
丁守中,8,沅山實業股份有限公司,100/12/21,營利事業捐贈收入,89607727,50000,新北市林口區,5,
丁守中,8,百晨企業有限公司,100/11/28,營利事業捐贈收入,22198499,50000,台北市中正區,5,
丁守中,8,鴻展瓦斯管路工程有限公司,100/12/09,營利事業捐贈收入,84493859,30000,台北市忠誠路,6,地址：臺北市忠誠路=6 台北市忠誠路=1
丁守中,8,相鴻土地開發建設公司,100/12/20,營利事業捐贈收入,27722445,20000,台北市北投區,5,
丁守中,8,宇通光電通信股份有限公司,00/12/8,營利事業捐贈收入,12877173,20000,台北市大安區,,
丁守中,8,捷琪企業有限公司,100/12/17,營利事業捐贈收入,27992685,10000,台北市北投區,5,地址：臺北市北投區=4 台北市1o3w.6fm=1
丁守中,8,永慶房屋仲介股份有限公司,100/10/19,營利事業捐贈收入,22760834,8000,台北市信義路,4,
丁守中,8,齊家公寓大廈管理維護有限公司,100/12/12,營利事業捐贈收入,84760406,5000,台北市中正區,5,
何博文,8,鼎慎投資股份有限公司,100/11/23,營利事業捐贈收入,53018654,200000,台北市敦化南,8,地址：臺北市敦化南=4 台北市敦化南=4 =1;收入金額：200000=6 200=1
何博文,8,天香回味有限公司,100/08/25,營利事業捐贈收入,12954430,100000,台北市中山區,8,
何博文,8,統茂和平大飯店,100/08/15,營利事業捐贈收入,28616554,50000,高雄市新興區,8,收入金額：50000=7 50=1
何博文,8,大同齒輪股份有限公司,100/12/25,營利事業捐贈收入,04283395,50000,新北市林口區,8,捐贈者/支出對象：大同齒輪股份有限公司=7 =1;收入金額：50000=6 50=1
何博文,8,興萊股份有限公司,100/12/30,營利事業捐贈收入,22897472,30000,,6,收入金額：30000=5 30=1
何博文,8,發明家科技開發股份,100/08/26,營利事業捐贈收入,22859168,20000,,7,收入金額：20000=6 20=1
何博文,8,伸元企業社,100/12/25,營利事業捐贈收入,08650370,20000,,8,收入金額：20000=6 20=2
何博文,8,台佳企業股份有限公司,101/01/10,營利事業捐贈收入,20538161,20000,,7,
何博文,8,新華人電機有限公司,100/12/23,營利事業捐贈收入,84965576,10000,高雄市岡山區,7,
何博文,8,雅高有限公司,101/01/02,營利事業捐贈收入,22344182,10000,,9,收入金額：10000=7 10=1
何博文,8,米鑫有限公司,100/12/05,營利事業捐贈收入,12805072,10000,,7,
何博文,8,成益工程行,101/01/12,營利事業捐贈收入,78878639,10000,,8,
何博文,8,子午影片製作有限公司,100/07/01,營利事業捐贈收入,16301761,10000,,8,
何博文,8,陽業有限公司,100/11/04,營利事業捐贈收入,89713706,7875,,7,捐贈者/支出對象：陽業有限公司=5 =2
何博文,8,泰三國際開發有限公司,101/01/13,營利事業捐贈收入,89617133,6000,,6,
何博文,8,昶泓有限公司,100/12/23,營利事業捐贈收入,27348089,6000,,7,收入金額：6000=7 6m=1
何博文,8,威豹有限公司,101/01/13,營利事業捐贈收入,28773076,5000,,7,
何博文,8,磐固光電股份有限公司,100/08/26,營利事業捐贈收入,28882356,3000,,7,
何博文,8,東美開發飾品材料有限公司,100/09/17,營利事業捐贈收入,24316508,3000,,8,捐贈者/支出對象：東美開發飾品材料有限公司=8 東美開發飾品材料有線公司=1;收入金額：3000=7 3=1
何博文,8,天水商行,100/09/13,營利事業捐贈收入,78889679,2000,,7,
何欣純,8,舜元建設股份有限公司,100/12/21,營利事業捐贈收入,70712214,200000,台中市西屯區,9,收入金額：200000=8 =1
何欣純,8,平福企業股份有限公司,100/11/25,營利事業捐贈收入,28012908,200000,台中市大里區,2,
何欣純,8,金田機械股份有限公司,100/12/28,營利事業捐贈收入,51331101,150000,台中市大里區,7,
何欣純,8,德光熱處理股份有限公司,101/01/02,營利事業捐贈收入,97541827,100000,台中市太平區,6,
何欣純,8,英佑精密工業股份有限公司,100/12/15,營利事業捐贈收入,84230651,100000,台中市太平區,8,地址：台中市太平區=7 台中太平區=1
何欣純,8,西海岸有線電視股份有限公司,100/12/16,營利事業捐贈收入,97173528,100000,台中市梧棲區,7,
何欣純,8,午陽企業股份有限公司,101/01/11,營利事業捐贈收入,73689096,100000,台中市北屯區,6,
何欣純,8,般若科技股份有限公司,100/11/08,營利事業捐贈收入,22063416,100000,台中市西屯區,2,
何欣純,8,向榮工業股份有限公司,100/11/10,營利事業捐贈收入,22601105,100000,台中市太平區,2,
何欣純,8,友秀實業股份有限公司,100/12/02,營利事業捐贈收入,23365733,100000,台中市大里區,2,
何欣純,8,鴻毅特殊鋼股份有限公司,100/12/07,營利事業捐贈收入,22698234,60000,台中市大里區,3,
何欣純,8,興展企業有限公司,100/12/16,營利事業捐贈收入,86800403,50000,台中市大里區,6,
何欣純,8,裕國冷凍冷藏股份有限公司,100/12/19,營利事業捐贈收入,23641978,50000,台中市工業區,6,
何欣純,8,偉霸工業股份有限公司,100/12/28,營利事業捐贈收入,22246210,50000,台中市大里區,9,捐贈者/支出對象：偉霸工業股份有限公司=6 =1
何欣純,8,英銓實業有限公司,101/01/09,營利事業捐贈收入,84215482,50000,台中市大里區,8,
何欣純,8,松岩精研股份有限公司,101/01/02,營利事業捐贈收入,28142705,50000,台中市霧峰區,7,
何欣純,8,宏典科技有限公司,100/12/12,營利事業捐贈收入,24272620,50000,台中市大里區,7,
何欣純,8,傑揚工具股份有限公司,100/12/07,營利事業捐贈收入,28334197,50000,台中市霧峰區,2,
何欣純,8,哈伯精密工業有限公司,100/11/24,營利事業捐贈收入,23086649,50000,台中市太平區,2,
何欣純,8,首鋼實業股份有限公司,100/12/19,營利事業捐贈收入,86072495,30000,台中市大里區,8,
何欣純,8,金和利股份有限公司,100/12/15,營利事業捐贈收入,84239132,30000,台中市大里區,9,
何欣純,8,方盛科技股份有限公司,100/12/15,營利事業捐贈收入,80426725,30000,台中市霧峰區,9,捐贈者/支出對象：方盛科技股份有限公司=7 方益科技股份有限公司=1
何欣純,8,田盛工業股份有限公司,100/11/07,營利事業捐贈收入,22503738,30000,台中市太平區,2,
何欣純,8,力美精密機械有限公司,100/12/01,營利事業捐贈收入,28395150,30000,台中市豐原區,3,
何欣純,8,鑫日正工業股份有限公司,100/12/26,營利事業捐贈收入,84876618,20000,台中市大肚區,7,地址：台中市大肚區=6 6台中市大肚區=1
何欣純,8,品茂塑膠工業股份有限公司,100/12/21,營利事業捐贈收入,23207622,20000,台中市大里區,8,
何欣純,8,方盛科技股份有限公司,100/12/15,營利事業捐贈收入,80426725,20000,台中市霧峰區,7,
何欣純,8,乃威雅興業股份有限公司,100/12/15,營利事業捐贈收入,52864836,20000,台中市太平區,7,
何欣純,8,羅布森股份有限公司,100/11/22,營利事業捐贈收入,12998747,20000,台中市西區五,2,
何欣純,8,精一彈簧五金有限公司,100/12/01,營利事業捐贈收入,97540876,20000,,2,
何欣純,8,鈺固金屬工業股份有限公司,100/11/16,營利事業捐贈收入,97573030,20000,台中市太平區,2,
何欣純,8,仲達國際股份有限公司,100/12/01,營利事業捐贈收入,12705117,20000,台中市西區台,4,
何欣純,8,永祺車業股份有限公司,100/11/25,營利事業捐贈收入,23182930,20000,台中市太平區,3,
何欣純,8,貝斯特人力資源有限公司,100/12/01,營利事業捐贈收入,24351526,15000,台中市大里區,2,
何欣純,8,重耘企業有限公司,100/12/16,營利事業捐贈收入,59303374,10000,彰化縣和美鎮,9,
何欣純,8,嘉亨股份有限公司,100/12/01,營利事業捐贈收入,16230507,10000,台中市南屯區,2,
何欣純,8,鈦昱精密股份有限公司,100/12/01,營利事業捐贈收入,13000334,10000,彰化縣秀水鄉,3,
余宗珮,8,永聚企業有限公司,100/12/08,營利事業捐贈收入,12202972,100000,台北市懷寧街,7,
余宗珮,8,智慧人科技服務股份有限公司,101/01/10,營利事業捐贈收入,53429143,10000,新北市淡水區,8,
侯彩鳳,8,矽統科技股份有限公司,100/12/14,營利事業捐贈收入,22099202,1000000,新竹科學園區,8,地址：新竹科學園區=5 ***=1;身份證/統一編：22099202=6 =1
侯彩鳳,8,慈陽金屬工業股份有限司,101/01/07,營利事業捐贈收入,88656170,1000000,高雄市永安區,9,身份證/統一編：88656170=7 8865170=1 =1;捐贈者/支出對象：慈陽金屬工業股份有限司=4 慈陽金屬工業股份有限公司=1 =1
侯彩鳳,8,良靜企業有限公司,100/08/15,營利事業捐贈收入,22253228,1000000,高雄市楠梓區,2,
侯彩鳳,8,志豐有限公司,100/08/15,營利事業捐贈收入,23667337,1000000,屏東縣新園鄉,2,
侯彩鳳,8,允福建設股份有限公司,100/12/27,營利事業捐贈收入,86375765,550000,高雄市新興區,2,
侯彩鳳,8,興富發建設股份有限公司,100/11/04,營利事業捐贈收入,12305479,500000,台北市大安路,8,地址：臺北市大安路=3 臺北市大安區=3;交易日期：100/11/04=7 100／11／04=1
侯彩鳳,8,吉美建設事業股份有限公司,100/12/14,營利事業捐贈收入,96964262,500000,台北市忠孝東,7,地址：臺北市忠孝東=6 =1;捐贈者/支出對象：吉美建設事業股份有限公司=6 =1
侯彩鳳,8,日宇建設有限公司,101/01/13,營利事業捐贈收入,28595214,500000,高雄市三民區,9,捐贈者/支出對象：日宇建設有限公司=6 =2;地址：高雄市三民區=8 =1
侯彩鳳,8,同烽企業份有限公司,100/08/15,營利事業捐贈收入,22970445,500000,高雄市橋頭區,2,
侯彩鳳,8,台南人身保險代理人股份有限公司,100/09/15,營利事業捐贈收入,79962212,500000,台南市中西區,2,
侯彩鳳,8,日宇建設有限公司,100/07/12,營利事業捐贈收入,28595214,500000,高雄市三民區,2,
侯彩鳳,8,中閎工業股份有限公司,100/08/15,營利事業捐贈收入,28094181,500000,屏東縣新園鄉,2,
侯彩鳳,8,崇神開發實業股份有限公司高雄分公司,100/12/23,營利事業捐贈收入,28435462,500000,高雄市左營區,2,
侯彩鳳,8,北京建設股份有限公司,100/11/24,營利事業捐贈收入,84731424,300000,高雄市鼓山區,6,身份證/統一編：84731424=6 =1
侯彩鳳,8,中石化工程股份有限公司,100/12/14,營利事業捐贈收入,16845146,300000,高雄市前金區,6,地址：高雄市前金區=6 =2
侯彩鳳,8,大慶票券金融股份有限公司,100/11/17,營利事業捐贈收入,97172915,300000,台北市松江路,7,
侯彩鳳,8,聯上實業股份有限公司,101/01/06,營利事業捐贈收入,16126477,300000,高雄市左營區,8,交易日期：101/01/06=6 =1;身份證/統一編：16126477=5 =1
侯彩鳳,8,芳崗建設有限公司,100/10/19,營利事業捐贈收入,16813221,300000,高雄市三民區,2,
侯彩鳳,8,東徽企業股份有限公司,100/12/17,營利事業捐贈收入,88663329,300000,高雄市岡山區,2,
侯彩鳳,8,有益鋼鐵股份有限公司,100/12/17,營利事業捐贈收入,96862363,300000,高雄市永安區,2,
侯彩鳳,8,嶸豐投資開發股份有限公司,100/11/02,營利事業捐贈收入,13148126,270000,高雄市新興區,8,收入金額：270000=7 270，000=1
侯彩鳳,8,隆元投資開發股份有限公司,100/11/02,營利事業捐贈收入,13148060,270000,高雄市新興區,9,交易日期：100/11/02=8 =1
侯彩鳳,8,欽群投資開發股份有限公司,100/11/02,營利事業捐贈收入,13150473,270000,高雄市新興區,7,
侯彩鳳,8,兆盈投資開發股份有限公司,100/11/02,營利事業捐贈收入,13148049,270000,高雄市新興區,7,
侯彩鳳,8,鼎宇建設股份有限公司,100/11/24,營利事業捐贈收入,86442286,200000,高雄市前鎮區,6,身份證/統一編：86442286=6 86442266=2
侯彩鳳,8,勝偕建設股份有限公司,100/11/24,營利事業捐贈收入,27206482,200000,高雄市鼓山區,8,身份證/統一編：27206482=6 =1;捐贈者/支出對象：勝偕建設股份有限公司=7 =1
侯彩鳳,8,展圓國際股份有限公司,101/01/02,營利事業捐贈收入,70467916,200000,台北市敦化南,9,交易日期：101/01/02=8 =1
侯彩鳳,8,長華電材股份有限公司,100/12/30,營利事業捐贈收入,23307811,200000,高雄市楠梓加,6,收入金額：200000=5 =1 200，000=1
侯彩鳳,8,宏璟建設股份有限公司,100/12/30,營利事業捐贈收入,22344508,200000,台北市基隆路,10,捐贈者/支出對象：宏璟建設股份有限公司=7 =1;地址：臺北市基隆路=8 =1;身份證/統一編：22344508=9 =1
侯彩鳳,8,伍倫醫療社團法人員榮醫院,100/12/30,營利事業捐贈收入,60237057,200000,彰化縣員林鎮,6,收入金額：200000=6 20000=1
侯彩鳳,8,友友建設股份有限公司,100/12/30,營利事業捐贈收入,22818842,200000,高雄市苓雅區,7,地址：高雄市苓雅區=6 =1
侯彩鳳,8,德耀建設企業有限公司,100/09/06,營利事業捐贈收入,13163245,200000,高雄市前鎮區,2,
侯彩鳳,8,德耀建設企業有限公司,100/06/22,營利事業捐贈收入,13163245,200000,高雄市前鎮區,3,
侯彩鳳,8,國城建設股份有限公司,100/12/27,營利事業捐贈收入,85974475,150000,高雄市新興區,2,
侯彩鳳,8,遠東鈦金科技股份有限公司,100/12/16,營利事業捐贈收入,23874434,100000,宜蘭縣冬山鄉,6,地址：宜蘭縣冬山鄉=7 ***=1;收入金額：100000=6 =1
侯彩鳳,8,柏緯鐵工股份有限公司,100/12/05,營利事業捐贈收入,22084215,100000,高雄市仁武區,7,身份證/統一編：22084215=10 22084275=1
侯彩鳳,8,柏緯鐵工股份有限公司,100/12/14,營利事業捐贈收入,22084215,100000,高雄市仁武區,6,
侯彩鳳,8,杰鑫國際物流股份有限公司,100/11/19,營利事業捐贈收入,70848991,100000,高雄市楠梓區,8,
侯彩鳳,8,西惠工業股份有限公司,100/12/07,營利事業捐贈收入,76326864,100000,高雄市仁武區,8,收入金額：100000=7 10000=2
侯彩鳳,8,永記造漆工業股份有限公司,100/12/13,營利事業捐贈收入,75137605,100000,高雄市小港區,8,交易日期：100/12/13=5 100/12/12=2 100/12/14=1
侯彩鳳,8,三英鋼鐵股份有限公司,100/12/10,營利事業捐贈收入,83391910,100000,高雄市仁武區,7,地址：高雄市仁武區=6 =1
侯彩鳳,8,鋐昇實業有限公司,101/01/04,營利事業捐贈收入,16476467,100000,高雄市苓雅區,6,
侯彩鳳,8,神功投資有限公司,101/01/10,營利事業捐贈收入,28283140,100000,高雄市二聖一,8,收入金額：100000=9 =1
侯彩鳳,8,晉有建設股份有限公司,101/01/04,營利事業捐贈收入,53229530,100000,高雄市前鎮區,8,身份證/統一編：53229530=10 =1;收入金額：100000=8 100，000=1;交易日期：101/01/04=7 =1
侯彩鳳,8,建誌營造股份有限公司,100/12/30,營利事業捐贈收入,85695234,100000,高雄市苓雅區,8,交易日期：100/12/30=6 =2
侯彩鳳,8,枋寮醫療社團法人枋寮醫院,100/12/31,營利事業捐贈收入,10459455,100000,屏東縣枋寮鄉,6,身份證/統一編：10459455=6 =1;收入金額：100000=5 １０００００=1
侯彩鳳,8,安拓實業股份有限公司,100/12/30,營利事業捐贈收入,22067047,100000,高雄市岡山區,7,
侯彩鳳,8,穩鼎石化股份有限公司,100/09/27,營利事業捐贈收入,12267995,100000,台北市敦化北,2,
侯彩鳳,8,府城財產保險代理人股份有限公司,100/09/15,營利事業捐贈收入,79962114,100000,台南市中西區,3,
侯彩鳳,8,懷陽投資有限公司,100/12/30,營利事業捐贈收入,16594470,100000,台北市長安東,4,
侯彩鳳,8,歐美建設股份有限公司,100/12/29,營利事業捐贈收入,16971121,100000,高雄市鳳山區,3,
侯彩鳳,8,福懋建設股份有限公司,100/12/26,營利事業捐贈收入,86951268,100000,高雄市前鎮區,2,
侯彩鳳,8,福懋建設股份有限公司,100/12/23,營利事業捐贈收入,86951268,100000,高雄市前鎮區,3,
侯彩鳳,8,勝偕建設股份有限公司,100/12/23,營利事業捐贈收入,27206482,100000,高雄市鼓山區,2,
侯彩鳳,8,金革科技股份有限公司,100/12/22,營利事業捐贈收入,84466749,100000,台北市松山區,2,
侯彩鳳,8,江城建設股份有限公司,100/12/27,營利事業捐贈收入,16813355,100000,高雄市前鎮區,2,
侯彩鳳,8,歐陽建設有限公司,100/12/30,營利事業捐贈收入,80210106,80000,高雄市鳳山區,2,
侯彩鳳,8,允福建設股份有限公司,100/12/22,營利事業捐贈收入,86375765,70000,高雄市新興區,2,
侯彩鳳,8,惠堅建設股份有限公司,100/12/30,營利事業捐贈收入,22841941,50000,高雄市三民區,8,捐贈者/支出對象：惠堅建設股份有限公司=8 =1
侯彩鳳,8,高永建設股份有限公司,100/12/30,營利事業捐贈收入,89763830,50000,高雄市苓雅區,7,
侯彩鳳,8,百庭建設有限公司,100/12/30,營利事業捐贈收入,86443454,50000,高雄市新興區,8,身份證/統一編：86443454=6 =1;交易日期：100/12/30=6 100/12/38=1
侯彩鳳,8,鼎宇建設股份有限公司,100/12/23,營利事業捐贈收入,86442286,50000,高雄市前鎮區,2,
侯彩鳳,8,泰嘉建設有限公司,100/12/27,營利事業捐贈收入,28291401,50000,高雄市鼓山區,2,
侯彩鳳,8,太子建設開發股份有限公司,100/12/22,營利事業捐贈收入,72058206,50000,高雄市苓雅區,2,
侯彩鳳,8,南台灣貿易股份有限公司,100/12/30,營利事業捐贈收入,53230348,40000,高雄市三民區,6,收入金額：40000=6 =1;捐贈者/支出對象：南台灣貿易股份有限公司=6 =1
侯彩鳳,8,高都汽車股份有限公司,101/01/01,營利事業捐贈收入,85961513,30000,高雄市三民區,8,
侯彩鳳,8,聯上實業股份有限公司,100/12/27,營利事業捐贈收入,16126477,30000,高雄市左營區,2,
侯彩鳳,8,天然成生物科技有限公司,100/12/29,營利事業捐贈收入,16812102,20000,高雄市三民區,2,
侯彩鳳,8,國慶實業股份有限公司,101/01/01,營利事業捐贈收入,22832534,7400,高雄市苓雅區,6,收入金額：7400=7 =1
侯彩鳳,8,臺于有限公司,100/11/22,營利事業捐贈收入,16101898,6000,高雄市三民區,7,地址：高雄市三民區=7 =1
侯彩鳳,8,育家印刷事業有限公司,100/12/16,營利事業捐贈收入,97148887,6000,高雄市三民區,2,
傅家賢,8,松群化學工廠,100/12/27,營利事業捐贈收入,07945334,10000,高雄市橋頭區,7,
劉坤鱧,8,鋐霖配管有限公司,100/12/14,營利事業捐贈收入,28404806,500000,台中市大雅區,8,
劉坤鱧,8,鋐洲有限公司,100/12/14,營利事業捐贈收入,84070535,500000,彰化縣鹿港鎮,8,
劉坤鱧,8,鋐霖配管有限公司,101/01/10,營利事業捐贈收入,28404806,300000,台中市大雅區,6,
劉坤鱧,8,鋐洲有限公司,101/01/10,營利事業捐贈收入,84070535,300000,彰化縣鹿港鎮,8,
劉坤鱧,8,鋐霖配管有限公司,101/01/11,營利事業捐贈收入,28404806,200000,台中市大雅區,9,
劉坤鱧,8,鋐洲有限公司,101/01/11,營利事業捐贈收入,84070535,200000,彰化縣鹿港鎮,6,
劉建國,8,中寰營造股份有限公司,100/12/15,營利事業捐贈收入,27408136,500000,台中市潭子區,,
劉建國,8,福懋興業股份有限公司,101/01/11,營利事業捐贈收入,14001199,300000,雲林縣斗六市,,
劉建國,8,泰衍企業有限公司,101/01/03,營利事業捐贈收入,16056789,300000,雲林縣斗六市,,
劉建國,8,麗福開發有限公司,101/01/03,營利事業捐贈收入,80057449,200000,雲林縣斗六市,,
劉建國,8,北鑫實業有限公司,100/12/02,營利事業捐贈收入,80150796,200000,台北市光復南,,
劉建國,8,北港有線電視股份有限公司,101/01/12,營利事業捐贈收入,97176757,200000,雲林縣元長鄉,,
劉建國,8,櫻花企業社,101/01/11,營利事業捐贈收入,18352575,100000,雲林縣斗南鎮,,
劉建國,8,櫻花企業社,101/01/10,營利事業捐贈收入,18352575,100000,雲林縣斗南鎮,,
劉建國,8,瑞達汽車股份有限公司,101/01/12,營利事業捐贈收入,53066901,100000,雲林縣斗南鎮,,
劉建國,8,皓科實業有限公司,100/12/05,營利事業捐贈收入,89461841,100000,台北市臨沂街,,
劉建國,8,盛德竹科技股份有限公司,100/12/30,營利事業捐贈收入,36526319,100000,新北市汐止區,,
